Keyword,PMID,Title,Journal,Abstract,Publication Date
"""Bioinformatics Tools"" AND ""Comparative genomics""",35148385,"An overview of bioinformatics, genomics, and transcriptomics resources for bryophytes.",Journal of experimental botany,"Bryophytes are useful models for the study of plant evolution, development, plant-fungal symbiosis, stress responses, and gametogenesis. Additionally, their dominant haploid gametophytic phase makes them great models for functional genomics research, allowing straightforward genome editing and gene knockout via CRISPR or homologous recombination. Until 2016, however, the only bryophyte genome sequence published was that of Physcomitrium patens. Throughout recent years, several other bryophyte genomes and transcriptome datasets became available, enabling better comparative genomics in evolutionary studies. The increase in the number of bryophyte genome and transcriptome resources available has yielded a plethora of annotations, databases, and bioinformatics tools to access the new data, which covers the large diversity of this clade and whose biology comprises features such as association with arbuscular mycorrhiza fungi, sex chromosomes, low gene redundancy, or loss of RNA editing genes for organellar transcripts. Here we provide a guide to resources available for bryophytes with regards to genome and transcriptome databases and bioinformatics tools.",2022 Jul 16
"""Bioinformatics Tools"" AND ""Comparative genomics""",35883428,Development of a Biotechnology Platform for the Fast-Growing Cyanobacterium Synechococcus sp. PCC 11901.,Biomolecules,"Synechococcus sp. PCC 11901 reportedly demonstrates the highest, most sustained growth of any known cyanobacterium under optimized conditions. Due to its recent discovery, our knowledge of its biology, including the factors underlying sustained, fast growth, is limited. Furthermore, tools specific for genetic manipulation of PCC 11901 are not established. Here, we demonstrate that PCC 11901 shows faster growth than other model cyanobacteria, including the fast-growing species Synechococcuselongatus UTEX 2973, under optimal growth conditions for UTEX 2973. Comparative genomics between PCC 11901 and Synechocystis sp. PCC 6803 reveal conservation of most metabolic pathways but PCC 11901 has a simplified electron transport chain and reduced light harvesting complex. This may underlie its superior light use, reduced photoinhibition, and higher photosynthetic and respiratory rates. To aid biotechnology applications, we developed a vitamin B(12) auxotrophic mutant but were unable to generate unmarked knockouts using two negative selectable markers, suggesting that recombinase- or CRISPR-based approaches may be required for repeated genetic manipulation. Overall, this study establishes PCC 11901 as one of the most promising species currently available for cyanobacterial biotechnology and provides a useful set of bioinformatics tools and strains for advancing this field, in addition to insights into the factors underlying its fast growth phenotype.",2022 Jun 23
"""Bioinformatics Tools"" AND ""Comparative genomics""",36303740,HSDFinder: A BLAST-Based Strategy for Identifying Highly Similar Duplicated Genes in Eukaryotic Genomes.,Frontiers in bioinformatics,"Gene duplication is an important evolutionary mechanism capable of providing new genetic material for adaptive and nonadaptive evolution. However, bioinformatics tools for identifying duplicate genes are often limited to the detection of paralogs in multiple species or to specific types of gene duplicates, such as retrocopies. Here, we present a user-friendly, BLAST-based web tool, called HSDFinder, which can identify, annotate, categorize, and visualize highly similar duplicate genes (HSDs) in eukaryotic nuclear genomes. HSDFinder includes an online heatmap plotting option, allowing users to compare HSDs among different species and visualize the results in different Kyoto Encyclopedia of Genes and Genomes (KEGG) pathway functional categories. The external software requirements are BLAST, InterProScan, and KEGG. The utility of HSDFinder was tested on various model eukaryotic species, including Chlamydomonas reinhardtii, Arabidopsis thaliana, Oryza sativa, and Zea mays as well as the psychrophilic green alga Chlamydomonas sp. UWO241, and was proven to be a practical and accurate tool for gene duplication analyses. The web tool is free to use at http://hsdfinder.com. Documentation and tutorials can be found via the GitHub: https://github.com/zx0223winner/HSDFinder.",2021
"""Bioinformatics Tools"" AND ""Comparative genomics""",36305404,[Comparative genomics on chloroplasts of Sinopodophyllum hexandrum].,Sheng wu gong cheng xue bao = Chinese journal of biotechnology,"To explore the different chloroplast genome characteristics of Sinopodophyllum hexandrum, five chloroplast genome sequences of S. hexandrum were compared. Its genome map, repeat sequence, codon preference, inverted repeat (IR)/single-copy (SC) boundary, alignment of chloroplast genome sequences and phylogenetic were analyzed using bioinformatics tools. The results showed that: the total length of five chloroplast genomes of S. hexandrum, with a typical tetrad structure, were 157 203-157 940 bp, and a total of 133-137 genes were annotated, reflecting the diversity of chloroplast genomes of S. hexandrum. Different chloroplast genomes of S. hexandrum has different simple sequence repeat (SSR), where simple repeat of single nucleotide of A/T were the majority among the SSR detected. The interspersed repetitive sequences included direct, palindromic and inverted repeats. The value of effective number of codon (ENc) which was analyzed by using codon bias was 51.14~51.17, the proportion of GC and GC3s was less than 50%, the codon usage pattern tended towards frequently use of A/U-ending bases. Genome sequences and the IR/SC boundaries of five chloroplast genomes of S. hexandrum were relatively conservative. Phylogenetic analysis showed that S. hexandrum and Podophyllum pettatum had the closest genetic relationship. In summary, the chloroplast genome characteristics and evolutionary relationship of different chloroplast genomes of S. hexandrum were obtained, which may facilitate the utilization, protection, variety identification and genetic evolution of S. hexandrum resources.",2022 Oct 25
"""Bioinformatics Tools"" AND ""Comparative genomics""",36564681,Complete genome of Nakamurella sp. PAMC28650: genomic insights into its environmental adaptation and biotechnological potential.,Functional & integrative genomics,"The mechanisms underlying the survival of bacteria in low temperature and high radiation are not yet fully understood. Nakamurella sp. PAMC28650 was isolated from a glacier of Rwenzori Mountain, Uganda, which species belonged to Nakamurella genus based on 16S rRNA phylogeny, ANI (average nucleotide identity), and BLAST Ring Image Generator (BRIG) analysis among Frankineae suborder. We conducted the whole genome sequencing and comparative genomics of Nakamurella sp. PAMC28650, to understand the genomic features pertaining to survival in cold environment, along with high UV (ultraviolet) radiation. This study highlights the role of polysaccharide in cold adaptation, mining of the UV protection-related secondary metabolites and other related to cold adaptation mechanism through different bioinformatics tools, and providing a brief overview of the genes present in DNA repair systems. Nakamurella sp. PAMC28650 contained glycogen and cellulose metabolism pathways, mycosporine-like amino acids and isorenieratene-synthesizing gene cluster, and a number of DNA repair systems. Also, the genome analysis showed osmoregulation-related genes and cold shock proteins. We infer these genomic features are linked to bacterial survival in cold and UV radiation.",2022 Dec 23
"""Bioinformatics Tools"" AND ""Comparative genomics""",36710917,Metagenomic data reveals microbiome characteristics of culture-negative brain abscess samples.,Data in brief,"A brain abscess is a focal collection of pus in the brain parenchyma surrounded by a well-vascularized collagenous capsule in response to an infection. The microbiome of brain abscesses has been shown to be polymicrobial, dominated by uncultivable and anaerobic organisms of odontogenic origin. The data provided in this article includes the sequences of bacterial 16S rRNA gene from three culture-negative brain abscess samples suspected to have poly-microbial aetiology based on Sanger sequencing. DNA was extracted from brain abscess samples, and targeted-metagenomics sequencing was done by amplifying the full-length bacterial 16S rRNA followed by a nested PCR for V3-V4 regions using universal and specific primers. The barcoded amplicons were sequenced on Illumina MiSeq V2 instrument to generate 0.5M, 250bp paired-end reads/sample. The total sequencing reads were 455966, 345746, and 438658 for samples P32, P49, and P8, respectively. Bioinformatics tools such as FLASH, VSEARCH, and QIIME1 were used to process the reads generated for Operational Taxonomic Unit analysis (OTU). Bacterial species belonging to phyla Firmicutes, Bacteroidetes, and Fusobacteria were abundant in samples P49 and P8, which are mainly anaerobic and microaerophilic bacteria. These are typical of the human oral/gut microbiota and are implicated in brain abscess formation. Sample P32 showed the abundance of bacterial species belonging to phyla Proteobacteria and Actinobacteria, which are commonly found in the environment. Raw data files are available at the Sequence Read Archive (SRA), National Center for Biotechnology Information (NCBI), and data information can be found at the BioProject, PRJNA785100 under the accession numbers SRX13271109, SRX13271110, SRX13295897. The data shows the microbiome constitution, including several anaerobic and unculturable bacterial species from culture-negative brain abscess samples. This dataset will be useful for future research on comparative genomics and management of patients with culture-negative brain abscesses.",2023 Feb
"""Bioinformatics Tools"" AND ""Comparative genomics""",36911331,Bioinformatics and its role in the study of the evolution and probiotic potential of lactic acid bacteria.,Food science and biotechnology,"Due to their numerous well-established applications in the food industry, there have been many studies regarding the adaptation and evolution of lactic acid bacteria (LAB) in a wide variety of hosts and environments. Progress in sequencing technology and continual decreases in its costs have led to the availability of LAB genome sequence data. Bioinformatics has been central to the extraction of valuable information from these raw genome sequence data. This paper presents the roles of bioinformatics tools and databases in understanding the adaptation and evolution of LAB, as well as the bioinformatics methods used in the initial screening of LAB for probiotic potential. Moreover, the advantages, challenges, and limitations of employing bioinformatics for these purposes are discussed.",2023 Mar
"""Bioinformatics Tools"" AND ""Comparative genomics""",37154308,[Advances in genomics of multi-drug resistant Stenotrophomonas].,Sheng wu gong cheng xue bao = Chinese journal of biotechnology,"Stenotrophomonas species are non-fermentative Gram-negative bacteria that are widely distributed in environment and are highly resistant to numerous antibiotics. Thus, Stenotrophomonas serves as a reservoir of genes encoding antimicrobial resistance (AMR). The detection rate of Stenotrophomonas is rapidly increasing alongside their strengthening intrinsic ability to tolerate a variety of clinical antibiotics. This review illustrated the current genomics advances of antibiotic resistant Stenotrophomonas, highlighting the importance of precise identification and sequence editing. In addition, AMR diversity and transferability have been assessed by the developed bioinformatics tools. However, the working models of AMR in Stenotrophomonas are cryptic and urgently required to be determined. Comparative genomics is envisioned to facilitate the prevention and control of AMR, as well as to gain insights into bacterial adaptability and drug development.",2023 Apr 25
"""Bioinformatics Tools"" AND ""Comparative genomics""",37513773,Potential Therapeutic Target and Vaccines for SARS-CoV-2.,"Pathogens (Basel, Switzerland)","The coronavirus has become the most interesting virus for scientists because of the recently emerging deadly SARS-CoV-2. This study aimed to understand the behavior of SARS-CoV-2 through the comparative genomic analysis with the closest one among the seven species of coronavirus that infect humans. The genomes of coronavirus species that infect humans were retrieved from NCBI, and then subjected to comparative genomic analysis using different bioinformatics tools. The study revealed that SARS-CoV-2 is the most similar to SARS-CoV among the coronavirus species. The core genes were shared by the two genomes, but there were some genes, found in one of them but not in both, such as ORF8, which is found in SARS-CoV-2. The ORF8 protein of SARS-CoV-2 could be considered as a good therapeutic target for stopping viral transmission, as it was predicted to be a transmembrane protein, which is responsible for interspecies transmission. This is supported by the molecular interaction of ORF8 with both the ORF7 protein, which contains a transmembrane domain that is essential to retaining the protein in the Golgi compartment, and the S protein, which facilitates the entry of the coronavirus into host cells. ORF1ab, ORF1a, ORF8, and S proteins of SARS-CoV-2 could be immunogenic and capable of evoking an immune response, which means that these four proteins could be considered a potential vaccine source. Overall, SARS-CoV-2 is most related to SARS-CoV. ORF8 could be considered a potential therapeutic target for stopping viral transmission, and ORF1ab, ORF1a, ORF8, and the S proteins of SARS-CoV-2 could be utilized as a potential vaccine source.",2023 Jul 10
"""Bioinformatics Tools"" AND ""Comparative genomics""",37667166,I am better than I look: genome based safety assessment of the probiotic Lactiplantibacillus plantarum IS-10506.,BMC genomics,"BACKGROUND: Safety of probiotic strains that are used in human and animal trials is a prerequisite. Genome based safety assessment of probiotics has gained popularity due its cost efficiency and speed, and even became a part of national regulation on foods containing probiotics in Indonesia. However, reliability of the safety assessment based only on a full genome sequence is not clear. Here, for the first time, we sequenced, assembled, and analysed the genome of the probiotic strain Lactiplantibacillus plantarum IS-10506, that was isolated from dadih, a traditional fermented buffalo milk. The strain has already been used as a probiotic for more than a decade, and in several clinical trials proven to be completely safe. METHODS: The genome of the probiotic strain L. plantarum IS-10506 was sequenced using Nanopore sequencing technology, assembled, annotated and screened for potential harmful (PH) and beneficial genomic features. The presence of the PH features was assessed from general annotation, as well as with the use of specialised tools. In addition, PH regions in the genome were compared to all other probiotic and non-probiotic L. plantarum strains available in the NCBI RefSeq database. RESULTS: For the first time, a high-quality complete genome of L. plantarum IS-10506 was obtained, and an extensive search for PH and a beneficial signature was performed. We discovered a number of PH features within the genome of L. plantarum IS-10506 based on the general annotation, including various antibiotic resistant genes (AMR); however, with a few exceptions, bioinformatics tools specifically developed for AMR detection did not confirm their presence. We further demonstrated the presence of the detected PH genes across multiple L. plantarum strains, including probiotics, and overall high genetic similarities between strains. CONCLUSION: The genome of L. plantarum IS-10506 is predicted to have several PH features. However, the strain has been utilized as a probiotic for over a decade in several clinical trials without any adverse effects, even in immunocompromised children with HIV infection and undernourished children. This implies the presence of PH feature signatures within the probiotic genome does not necessarily indicate their manifestation during administration. Importantly, specialized tools for the search of PH features were found more robust and should be preferred over manual searches in a general annotation.",2023 Sep 4
"""Bioinformatics Tools"" AND ""Comparative genomics""",38659907,Overcoming Limitations to Deep Learning in Domesticated Animals with TrioTrain.,bioRxiv : the preprint server for biology,"Variant calling across diverse species remains challenging as most bioinformatics tools default to assumptions based on human genomes. DeepVariant (DV) excels without joint genotyping while offering fewer implementation barriers. However, the growing appeal of a ""universal"" algorithm has magnified the unknown impacts when used with non-human genomes. Here, we use bovine genomes to assess the limits of human-genome-trained models in other species. We introduce the first multi-species DV model that achieves a lower Mendelian Inheritance Error (MIE) rate during single-sample genotyping. Our novel approach, TrioTrain, automates extending DV for species without Genome In A Bottle (GIAB) resources and uses region shuffling to mitigate barriers for SLURM-based clusters. To offset imperfect truth labels for animal genomes, we remove Mendelian discordant variants before training, where models are tuned to genotype the offspring correctly. With TrioTrain, we use cattle, yak, and bison trios to build 30 model iterations across five phases. We observe remarkable performance across phases when testing the GIAB human trios with a mean SNP F1 score >0.990. In HG002, our phase 4 bovine model identifies more variants at a lower MIE rate than DeepTrio. In bovine F1-hybrid genomes, our model substantially reduces inheritance errors with a mean MIE rate of 0.03 percent. Although constrained by imperfect labels, we find that multi-species, trio-based training produces a robust variant calling model. Our research demonstrates that exclusively training with human genomes restricts the application of deep-learning approaches for comparative genomics.",2024 Apr 20
"""Bioinformatics Tools"" AND ""Comparative genomics""",38819563,"AGO, a Framework for the Reconstruction of Ancestral Syntenies and Gene Orders.","Methods in molecular biology (Clifton, N.J.)","Reconstructing ancestral gene orders from the genome data of extant species is an important problem in comparative and evolutionary genomics. In a phylogenomics setting that accounts for gene family evolution through gene duplication and gene loss, the reconstruction of ancestral gene orders involves several steps, including multiple sequence alignment, the inference of reconciled gene trees, and the inference of ancestral syntenies and gene adjacencies. For each of the steps of such a process, several methods can be used and implemented using a growing corpus of, often parameterized, tools; in practice, interfacing such tools into an ancestral gene order reconstruction pipeline is far from trivial. This chapter introduces AGO, a Python-based framework aimed at creating ancestral gene order reconstruction pipelines allowing to interface and parameterize different bioinformatics tools. The authors illustrate the features of AGO by reconstructing ancestral gene orders for the X chromosome of three ancestral Anopheles species using three different pipelines. AGO is freely available at https://github.com/cchauve/AGO-pipeline .",2024
"""Bioinformatics Tools"" AND ""Comparative genomics""",39226893,Use of Comparative Genomics To Resolve an Unusual Case of Aminoglycoside Susceptibility in the Melioidosis Pathogen Burkholderia pseudomallei in Bangladesh.,The American journal of tropical medicine and hygiene,"Melioidosis is an emerging tropical infectious disease with a rising global burden caused by the environmental bacterium Burkholderia pseudomallei. It is endemic in Southeast and South Asia, including Bangladesh. A rare aminoglycoside-susceptible B. pseudomallei isolate (Y2019) has recently been reported from a melioidosis patient in Dhaka, Bangladesh. To understand the geographical origins of Y2019, we subjected it and 10 other isolates from Bangladesh to whole-genome sequencing. In a phylogenetic tree with a global set of B. pseudomallei genomes, most Bangladeshi genomes clustered tightly within the Asian clade. In contrast, Y2019 was closely related to ST881 isolates from Sarawak, Malaysian Borneo, a gentamicin-sensitive sequence type, suggesting infection in Borneo. Y2019 also contained the same gentamicin sensitivity conferring nonsynonymous mutation in the drug efflux pump encoding the amrB gene. In the absence of a full travel history, whole-genome sequencing and bioinformatics tools have revealed the likely origin of this rare isolate.",2024 Sep 3
